vehicle_count,avg_speed,time_of_day,weather,traffic_level
123,69,16,1,High
105,73,19,1,Medium
85,78,13,2,Medium
60,14,15,2,Low
106,63,11,0,Medium
26,34,11,0,Low
191,60,17,1,High
87,79,8,0,Medium
36,44,22,2,Low
158,17,20,2,High
170,68,3,0,High
98,43,17,2,Medium
51,45,4,2,Low
38,20,22,1,Low
117,47,23,1,Medium
13,75,7,0,Low
66,14,14,2,Medium
110,68,16,1,Medium
175,75,21,2,High
170,70,20,2,High
175,29,23,0,High
157,13,23,2,High
130,25,9,1,High
109,47,23,2,Medium
91,19,15,1,Medium
172,31,20,2,High
164,15,4,1,High
55,34,9,0,Low
104,19,21,0,Medium
158,20,7,2,High
71,25,3,1,Medium
74,29,7,1,Medium
77,76,19,2,Medium
191,55,17,0,High
48,68,13,0,Low
137,47,2,1,High
158,42,9,1,High
93,75,1,0,Medium
83,13,19,1,Medium
120,72,0,0,Medium
88,14,16,0,Medium
99,73,3,0,Medium
140,45,9,1,High
148,78,1,2,High
152,69,1,1,High
17,20,4,0,Low
45,64,12,1,Low
147,44,3,1,High
59,75,16,0,Low
72,21,12,1,Medium
67,13,13,0,Medium
93,32,1,0,Medium
123,65,19,2,High
22,21,9,0,Low
198,75,15,2,High
113,38,10,1,Medium
78,42,15,2,Medium
111,52,14,0,Medium
121,10,9,2,High
19,72,4,2,Low
37,34,21,0,Low
168,12,13,0,High
112,23,2,0,Medium
58,10,21,2,Low
95,16,6,0,Medium
111,16,7,1,Medium
30,25,15,1,Low
136,30,17,2,High
98,27,10,2,Medium
60,12,7,2,Low
58,62,15,2,Low
160,27,11,1,High
29,52,15,0,Low
109,60,2,2,Medium
163,66,12,1,High
157,66,12,2,High
103,15,10,0,Medium
95,24,12,2,Medium
193,46,7,0,High
80,79,2,2,Medium
102,21,3,0,Medium
108,64,18,0,Medium
25,79,4,2,Low
96,56,23,1,Medium
133,10,23,2,High
137,10,9,2,High
34,74,4,1,Low
58,44,8,2,Low
109,10,4,0,Medium
87,11,3,0,Medium
28,41,20,0,Low
129,19,20,2,High
162,70,18,1,High
109,65,8,1,Medium
179,68,13,0,High
111,76,2,2,Medium
145,63,20,1,High
126,11,13,2,High
93,51,1,2,Medium
142,42,21,0,High
161,53,10,1,High
101,51,12,0,Medium
23,22,23,1,Low
130,70,23,1,High
44,18,9,2,Low
155,27,18,2,High
96,21,18,2,Medium
104,37,11,2,Medium
55,29,3,2,Low
169,14,20,2,High
169,30,5,2,High
83,58,3,2,Medium
25,74,22,1,Low
169,35,13,0,High
11,10,5,1,Low
17,58,13,1,Low
79,11,13,0,Medium
79,14,6,2,Medium
101,39,21,0,Medium
145,57,20,0,High
110,68,13,1,Medium
149,38,7,0,High
99,75,8,0,Medium
184,44,15,2,High
154,39,13,1,High
92,37,20,2,Medium
83,55,10,2,Medium
140,20,15,0,High
69,67,11,0,Medium
34,73,18,0,Low
113,69,5,1,Medium
164,11,23,0,High
135,42,6,2,High
147,59,9,2,High
111,36,15,0,Medium
49,51,22,0,Low
80,61,9,2,Medium
152,22,6,2,High
167,69,16,0,High
115,67,5,1,Medium
82,20,0,2,Medium
158,70,4,2,High
171,64,1,1,High
63,48,16,1,Medium
178,69,21,0,High
56,44,9,0,Low
80,30,22,2,Medium
148,43,20,2,High
141,41,4,2,High
31,77,6,2,Low
119,34,5,2,Medium
150,75,11,0,High
184,25,7,1,High
50,53,9,0,Low
33,71,19,1,Low
109,40,4,0,Medium
53,29,11,2,Low
145,66,21,0,High
74,67,0,1,Medium
197,18,4,0,High
112,32,18,1,Medium
136,20,15,1,High
82,43,3,1,Medium
111,79,13,2,Medium
55,53,2,0,Low
98,23,19,2,Medium
72,58,12,2,Medium
78,40,3,1,Medium
186,38,19,0,High
116,54,21,2,Medium
74,56,6,1,Medium
189,38,13,0,High
135,44,5,0,High
126,18,13,2,High
71,58,4,0,Medium
168,59,21,2,High
98,37,12,1,Medium
72,53,14,0,Medium
106,22,10,0,Medium
91,30,2,1,Medium
167,50,3,2,High
116,70,19,2,Medium
197,18,11,0,High
37,78,1,1,Low
183,70,9,1,High
116,49,2,0,Medium
154,32,14,0,High
167,38,16,2,High
77,72,3,1,Medium
169,37,23,0,High
177,73,17,2,High
39,13,22,1,Low
133,49,14,2,High
107,53,23,2,Medium
172,10,0,0,High
183,44,5,2,High
102,18,19,2,Medium
69,54,7,0,Medium
191,62,5,0,High
57,13,2,0,Low
57,49,2,0,Low
125,61,20,0,High
138,25,15,0,High
194,61,20,1,High
106,78,8,0,Medium
65,53,20,1,Medium
29,56,0,1,Low
37,12,20,1,Low
178,63,11,0,High
51,30,2,2,Low
176,31,8,2,High
128,47,13,1,High
46,50,11,2,Low
20,72,13,0,Low
155,51,19,0,High
139,42,17,2,High
60,72,22,0,Low
125,59,5,0,High
187,15,20,1,High
145,36,9,0,High
17,78,18,2,Low
91,24,17,2,Medium
183,67,1,2,High
199,41,14,0,High
97,47,11,1,Medium
10,12,11,2,Low
49,48,8,2,Low
134,21,19,1,High
146,43,19,0,High
54,64,8,1,Low
199,12,19,2,High
93,73,15,0,Medium
132,71,10,2,High
62,46,10,0,Medium
131,31,1,1,High
144,40,16,2,High
169,41,20,0,High
50,21,1,2,Low
33,24,16,1,Low
83,28,8,0,Medium
49,18,1,0,Low
36,73,0,0,Low
80,34,20,2,Medium
197,37,6,0,High
115,63,14,2,Medium
27,69,21,0,Low
67,50,3,0,Medium
167,29,2,0,High
68,34,1,1,Medium
144,52,11,2,High
44,59,14,2,Low
129,65,16,2,High
53,68,6,0,Low
31,71,6,2,Low
135,16,8,1,High
118,70,1,0,Medium
98,77,7,2,Medium
166,53,17,1,High
29,49,22,1,Low
62,34,10,2,Medium
154,76,1,0,High
74,19,17,2,Medium
196,70,14,2,High
36,42,19,0,Low
130,52,0,1,High
113,73,21,0,Medium
82,75,9,2,Medium
178,68,9,0,High
42,56,20,0,Low
47,38,20,2,Low
146,52,7,2,High
53,78,23,2,Low
178,37,13,0,High
189,29,6,1,High
72,28,9,2,Medium
125,28,12,2,High
138,73,12,2,High
133,71,7,2,High
23,77,6,0,Low
63,65,8,0,Medium
47,76,2,1,Low
74,46,5,2,Medium
178,77,4,1,High
14,44,0,0,Low
38,59,18,0,Low
45,52,8,2,Low
125,49,17,0,High
147,18,4,0,High
163,46,8,1,High
62,73,3,0,Medium
99,26,3,0,Medium
20,75,12,1,Low
167,26,17,2,High
83,38,10,0,Medium
106,62,10,1,Medium
126,69,14,2,High
25,15,12,1,Low
86,30,1,0,Medium
119,37,5,2,Medium
171,38,19,1,High
98,23,19,1,Medium
139,65,11,2,High
175,78,13,2,High
19,10,20,2,Low
124,76,7,1,High
78,73,2,2,Medium
58,25,16,1,Low
100,39,13,2,Medium
165,51,6,1,High
122,64,22,1,High
37,58,3,0,Low
148,37,7,1,High
177,24,3,2,High
163,69,7,2,High
92,43,5,0,Medium
47,45,22,0,Low
123,28,5,2,High
135,52,11,0,High
135,72,3,2,High
153,33,14,0,High
43,61,17,1,Low
182,60,22,2,High
160,70,21,0,High
85,13,21,1,Medium
102,13,3,2,Medium
119,78,7,1,Medium
131,52,18,0,High
101,32,23,1,Medium
49,47,19,0,Low
16,48,18,2,Low
45,21,17,0,Low
94,59,7,2,Medium
193,46,2,2,High
172,41,19,2,High
137,66,21,1,High
82,55,16,0,Medium
96,44,21,1,Medium
21,70,16,2,Low
111,34,21,2,Medium
78,70,13,0,Medium
25,12,7,0,Low
75,55,21,0,Medium
146,78,1,2,High
30,72,7,2,Low
26,48,22,0,Low
102,44,23,0,Medium
164,29,8,0,High
162,79,22,0,High
144,76,6,0,High
55,30,8,2,Low
196,27,2,2,High
184,71,21,0,High
122,52,3,1,High
58,17,3,2,Low
151,11,6,2,High
164,16,10,2,High
153,44,5,1,High
58,51,0,1,Low
39,20,16,0,Low
16,56,17,0,Low
186,65,19,0,High
170,73,4,0,High
142,27,2,0,High
154,30,15,2,High
152,13,13,0,High
191,36,18,2,High
116,68,19,1,Medium
195,62,23,1,High
154,23,23,1,High
116,39,23,0,Medium
179,10,3,2,High
146,74,6,0,High
90,19,16,1,Medium
26,58,21,0,Low
133,15,19,2,High
56,36,20,2,Low
15,20,4,2,Low
109,28,20,1,Medium
64,78,19,2,Medium
126,70,8,0,High
190,67,10,2,High
177,34,17,2,High
147,20,0,0,High
197,33,20,2,High
73,54,9,2,Medium
199,48,5,2,High
45,50,8,0,Low
149,37,13,2,High
25,36,14,2,Low
33,46,0,0,Low
68,61,8,0,Medium
109,37,13,1,Medium
150,46,16,1,High
36,21,6,1,Low
177,74,23,1,High
79,43,18,0,Medium
26,24,8,1,Low
75,46,6,2,Medium
86,12,5,1,Medium
99,25,17,1,Medium
89,47,4,1,Medium
126,51,15,1,High
13,62,21,1,Low
51,50,0,2,Low
62,22,13,2,Medium
12,64,16,2,Low
188,69,1,1,High
15,28,17,2,Low
13,45,8,1,Low
171,77,20,1,High
92,53,22,0,Medium
156,11,3,2,High
95,49,23,2,Medium
186,28,5,1,High
22,35,21,2,Low
11,33,23,0,Low
28,52,15,0,Low
34,72,18,1,Low
119,60,8,1,Medium
183,76,6,1,High
164,71,4,1,High
76,43,20,0,Medium
180,40,2,2,High
103,69,2,0,Medium
166,21,8,1,High
143,52,12,0,High
141,61,21,0,High
185,40,19,2,High
105,77,20,0,Medium
97,41,18,2,Medium
84,30,21,2,Medium
69,50,20,2,Medium
116,67,4,2,Medium
125,31,20,2,High
156,55,14,0,High
151,19,5,1,High
114,57,22,1,Medium
66,64,15,1,Medium
52,55,8,2,Low
56,70,22,0,Low
188,27,8,1,High
62,56,10,1,Medium
151,77,11,1,High
154,40,11,0,High
165,60,3,0,High
105,22,18,0,Medium
35,28,19,0,Low
92,36,22,1,Medium
106,24,19,1,Medium
171,16,11,1,High
180,16,0,0,High
90,68,11,1,Medium
197,22,19,1,High
99,55,9,2,Medium
11,32,16,0,Low
153,20,7,0,High
137,48,4,0,High
166,30,23,0,High
177,49,3,1,High
181,18,0,1,High
95,24,16,2,Medium
69,74,2,0,Medium
68,45,6,1,Medium
106,15,1,2,Medium
19,54,11,0,Low
83,66,16,0,Medium
113,13,22,2,Medium
48,55,0,1,Low
53,62,19,2,Low
83,35,9,0,Medium
132,39,5,0,High
159,53,20,0,High
43,61,2,1,Low
71,17,10,2,Medium
38,70,18,2,Low
115,37,16,1,Medium
196,55,18,0,High
55,25,6,1,Low
59,41,20,1,Low
120,17,23,1,Medium
88,17,21,0,Medium
25,58,22,1,Low
136,10,9,0,High
173,10,19,1,High
96,29,18,0,Medium
190,64,16,2,High
113,43,5,1,Medium
106,46,1,0,Medium
73,14,2,0,Medium
106,57,9,0,Medium
131,73,12,1,High
75,55,18,0,Medium
87,34,20,0,Medium
148,19,7,0,High
105,32,17,1,Medium
114,49,19,2,Medium
48,67,20,2,Low
10,65,8,1,Low
15,54,11,2,Low
198,51,14,2,High
13,30,22,2,Low
174,32,22,2,High
173,39,20,0,High
128,37,1,1,High
180,76,15,2,High
160,72,10,1,High
187,22,13,0,High
45,14,2,0,Low
95,77,22,2,Medium
39,18,8,1,Low
137,79,17,2,High
122,73,20,1,High
181,31,6,1,High
153,33,3,0,High
23,56,21,2,Low
172,23,6,1,High
140,48,21,1,High
67,78,4,0,Medium
100,19,13,2,Medium
115,47,19,1,Medium
189,70,13,2,High
19,15,5,2,Low
113,61,0,1,Medium
44,12,16,1,Low
40,73,0,1,Low
36,73,1,2,Low
197,46,17,1,High
83,75,3,1,Medium
183,64,3,2,High
40,57,11,1,Low
74,51,12,2,Medium
135,22,12,1,High
175,46,12,0,High
111,67,9,1,Medium
55,65,12,0,Low
119,63,8,1,Medium
117,56,9,0,Medium
15,57,1,0,Low
193,79,11,1,High
116,57,3,1,Medium
62,73,8,2,Medium
198,35,23,2,High
195,36,5,1,High
172,11,14,0,High
109,28,17,0,Medium
170,59,3,2,High
10,77,19,1,Low
30,68,0,2,Low
38,34,19,2,Low
126,34,17,1,High
59,34,17,1,Low
114,10,17,0,Medium
176,37,21,2,High
75,73,6,2,Medium
116,19,23,2,Medium
41,46,23,0,Low
174,17,0,0,High
123,30,21,2,High
132,14,7,1,High
154,15,1,0,High
25,37,5,2,Low
195,68,1,2,High
190,49,0,0,High
157,72,6,0,High
188,50,4,0,High
166,22,9,1,High
155,71,15,1,High
57,14,8,2,Low
29,52,21,2,Low
179,23,19,0,High
18,69,5,2,Low
188,11,10,0,High
115,67,8,0,Medium
125,12,15,1,High
30,25,6,2,Low
119,58,4,1,Medium
72,24,6,1,Medium
62,45,21,1,Medium
79,42,5,2,Medium
24,26,5,2,Low
18,10,7,1,Low
175,42,12,2,High
120,56,18,1,Medium
116,21,18,0,Medium
81,72,17,1,Medium
31,15,15,1,Low
64,66,7,0,Medium
164,17,10,0,High
57,35,12,2,Low
162,33,10,0,High
106,17,9,2,Medium
76,41,7,0,Medium
53,11,3,1,Low
150,12,17,2,High
71,39,23,0,Medium
54,14,13,0,Low
38,69,14,0,Low
16,67,21,2,Low
65,18,3,2,Medium
82,25,21,0,Medium
139,17,0,2,High
45,68,6,0,Low
179,11,22,2,High
92,44,7,0,Medium
181,44,16,0,High
58,68,1,0,Low
60,42,17,2,Low
29,27,20,0,Low
74,14,9,0,Medium
131,38,16,1,High
183,56,10,1,High
72,47,22,0,Medium
133,71,20,0,High
144,58,1,2,High
195,74,15,0,High
22,46,13,2,Low
155,58,23,0,High
136,49,21,1,High
186,47,9,0,High
20,51,9,0,Low
199,70,15,0,High
98,75,20,2,Medium
109,67,0,1,Medium
123,31,16,0,High
151,69,15,2,High
122,61,12,1,High
185,21,9,0,High
180,15,7,2,High
85,71,0,1,Medium
89,14,8,2,Medium
123,78,21,0,High
118,62,10,0,Medium
66,54,11,1,Medium
173,17,23,0,High
116,33,19,1,Medium
25,77,9,1,Low
111,60,5,2,Medium
106,71,11,1,Medium
73,73,12,2,Medium
197,69,16,1,High
46,66,9,0,Low
161,55,22,0,High
61,58,0,0,Medium
140,19,11,0,High
172,41,4,0,High
73,30,23,2,Medium
117,29,12,1,Medium
29,45,13,0,Low
112,38,18,2,Medium
105,69,21,1,Medium
100,17,5,0,Medium
110,16,17,1,Medium
21,15,6,1,Low
136,54,8,1,High
183,47,19,1,High
122,56,21,0,High
123,20,11,2,High
22,51,22,2,Low
62,32,3,0,Medium
125,78,8,0,High
190,10,1,0,High
175,21,12,1,High
110,73,13,2,Medium
177,15,22,0,High
156,32,17,2,High
107,26,8,1,Medium
24,64,22,0,Low
71,16,0,0,Medium
17,27,2,2,Low
109,23,15,1,Medium
76,78,2,2,Medium
175,13,6,0,High
55,74,12,0,Low
123,31,10,1,High
131,74,18,2,High
116,63,23,1,Medium
96,36,18,2,Medium
143,25,8,2,High
125,74,12,1,High
22,11,14,1,Low
112,24,19,2,Medium
192,74,17,2,High
180,56,5,0,High
134,29,15,0,High
193,26,23,1,High
110,45,1,2,Medium
96,65,14,0,Medium
41,27,15,2,Low
35,11,7,2,Low
183,51,1,2,High
100,42,18,1,Medium
113,56,10,2,Medium
166,32,6,0,High
71,49,20,1,Medium
24,33,0,1,Low
37,52,11,2,Low
39,12,21,2,Low
121,47,9,0,High
193,42,18,2,High
63,44,21,2,Medium
90,40,10,2,Medium
121,60,8,1,High
30,45,17,1,Low
118,45,22,0,Medium
178,73,10,2,High
34,41,19,0,Low
138,35,8,0,High
138,78,19,2,High
44,33,11,0,Low
76,62,10,2,Medium
30,72,10,1,Low
166,74,21,0,High
142,55,23,1,High
91,44,23,1,Medium
114,31,17,1,Medium
63,31,23,1,Medium
123,66,7,1,High
65,71,16,2,Medium
25,13,21,1,Low
52,46,20,1,Low
190,42,16,1,High
26,29,4,2,Low
19,31,6,1,Low
101,56,11,1,Medium
181,35,19,2,High
54,48,22,0,Low
166,35,23,0,High
153,75,10,0,High
66,26,0,1,Medium
61,42,17,1,Medium
187,18,21,0,High
185,24,13,2,High
62,70,10,2,Medium
155,67,10,2,High
150,74,23,1,High
164,10,7,2,High
25,53,21,0,Low
159,65,11,0,High
164,56,17,1,High
135,18,19,0,High
165,12,5,1,High
128,53,18,2,High
152,68,7,2,High
36,38,20,1,Low
192,35,0,1,High
118,66,12,2,Medium
135,34,2,1,High
178,52,0,0,High
110,77,16,2,Medium
76,22,13,2,Medium
54,15,1,1,Low
35,79,15,1,Low
183,16,6,0,High
75,57,10,1,Medium
10,50,16,2,Low
11,62,19,1,Low
49,10,2,1,Low
154,71,19,1,High
174,28,12,2,High
118,19,16,0,Medium
46,66,7,2,Low
141,58,9,2,High
117,55,17,2,Medium
192,45,11,0,High
163,62,5,0,High
166,36,4,1,High
66,39,11,2,Medium
82,39,21,1,Medium
125,73,14,1,High
58,64,8,1,Low
153,17,9,1,High
53,21,3,1,Low
121,18,16,2,High
81,55,22,2,Medium
99,24,22,1,Medium
39,78,0,2,Low
119,17,23,0,Medium
42,78,9,2,Low
80,21,20,1,Medium
53,73,22,0,Low
28,18,5,0,Low
189,44,23,0,High
23,59,12,1,Low
59,46,18,1,Low
139,34,20,2,High
151,61,4,0,High
100,55,20,0,Medium
172,25,10,1,High
176,41,0,2,High
54,55,17,0,Low
182,47,17,1,High
115,70,14,2,Medium
168,27,5,2,High
31,13,19,1,Low
193,15,2,0,High
172,20,15,0,High
157,51,4,0,High
161,44,7,2,High
77,22,5,2,Medium
13,58,15,0,Low
56,29,22,2,Low
125,42,12,0,High
180,64,14,0,High
43,54,19,1,Low
157,55,13,1,High
175,69,22,1,High
32,73,11,0,Low
91,65,19,2,Medium
168,33,20,1,High
143,70,12,2,High
146,49,20,2,High
52,53,17,1,Low
153,21,15,2,High
136,69,1,1,High
188,15,1,2,High
25,52,9,0,Low
73,22,0,1,Medium
178,37,21,0,High
92,58,16,2,Medium
95,45,10,0,Medium
107,25,3,0,Medium
150,60,10,0,High
49,30,3,0,Low
154,36,14,0,High
102,41,12,1,Medium
141,42,10,1,High
94,32,8,0,Medium
20,13,20,2,Low
136,61,20,2,High
14,38,23,1,Low
21,26,22,0,Low
199,55,8,0,High
52,63,4,0,Low
199,58,15,2,High
124,15,6,0,High
48,32,4,1,Low
29,20,20,2,Low
77,77,11,2,Medium
158,47,23,0,High
132,11,13,2,High
122,16,18,2,High
32,29,17,2,Low
58,64,6,2,Low
163,69,14,0,High
147,69,4,0,High
58,27,12,1,Low
169,72,17,1,High
169,54,17,2,High
187,59,10,0,High
199,37,10,2,High
141,25,22,0,High
43,43,20,1,Low
177,12,16,1,High
169,15,8,1,High
59,16,6,1,Low
14,31,6,0,Low
115,42,20,1,Medium
121,73,11,0,High
145,77,13,2,High
137,79,3,0,High
142,59,18,2,High
36,49,20,2,Low
168,79,11,2,High
120,73,7,0,Medium
46,51,20,0,Low
118,12,5,2,Medium
78,13,17,2,Medium
22,46,6,1,Low
171,67,17,1,High
135,31,22,1,High
152,23,8,1,High
93,34,7,1,Medium
89,33,10,1,Medium
174,24,20,2,High
18,24,7,0,Low
38,64,20,0,Low
113,20,17,2,Medium
51,18,7,0,Low
189,38,7,0,High
52,43,5,0,Low
143,55,4,1,High
79,18,16,1,Medium
143,70,6,2,High
190,38,2,1,High
36,20,21,2,Low
91,67,15,0,Medium
198,74,17,1,High
88,39,17,0,Medium
192,50,6,2,High
40,12,7,0,Low
62,65,10,2,Medium
39,60,20,1,Low
37,43,3,0,Low
21,44,23,2,Low
186,23,0,0,High
55,42,6,2,Low
21,10,8,1,Low
83,71,2,0,Medium
91,40,15,2,Medium
68,28,11,1,Medium
133,11,3,1,High
155,24,6,1,High
83,54,11,1,Medium
122,33,12,2,High
146,56,4,0,High
26,59,17,1,Low
24,11,14,1,Low
132,66,5,0,High
73,10,23,2,Medium
85,17,0,2,Medium
83,45,9,2,Medium
159,56,16,0,High
119,69,7,0,Medium
11,30,2,0,Low
136,49,1,0,High
152,36,8,1,High
21,76,22,1,Low
100,32,10,1,Medium
176,78,21,2,High
149,12,19,0,High
80,41,14,0,Medium
32,54,16,1,Low
75,24,13,2,Medium
187,68,5,1,High
110,57,3,0,Medium
132,40,11,0,High
33,54,12,0,Low
72,74,8,2,Medium
106,60,5,2,Medium
133,38,16,1,High
155,29,10,1,High
117,24,2,0,Medium
64,70,17,2,Medium
47,30,9,2,Low
95,37,20,2,Medium
50,22,18,1,Low
55,49,23,0,Low
134,49,21,1,High
79,75,20,1,Medium
198,11,8,1,High
49,56,7,1,Low
186,16,7,2,High
179,51,19,1,High
74,32,9,0,Medium
132,58,13,1,High
93,67,1,1,Medium
44,32,1,1,Low
99,67,9,0,Medium
106,35,20,2,Medium
158,36,19,1,High
156,39,12,2,High
143,30,0,1,High
159,34,20,2,High
103,63,16,0,Medium
78,52,8,2,Medium
162,51,5,1,High
187,51,22,1,High
104,35,5,2,Medium
48,44,2,2,Low
44,47,4,1,Low
52,60,13,1,Low
176,37,7,1,High
182,22,16,0,High
158,52,20,0,High
117,14,4,2,Medium
85,64,7,0,Medium
62,15,23,0,Medium
38,50,6,2,Low
124,44,15,0,High
81,19,21,1,Medium
25,62,12,1,Low
161,69,12,2,High
14,72,12,2,Low
17,35,9,2,Low
87,21,16,1,Medium
18,58,2,2,Low
188,46,18,1,High
15,46,2,0,Low
29,18,3,1,Low
56,77,14,1,Low
11,69,19,0,Low
81,12,8,0,Medium
172,49,20,0,High
61,23,12,2,Medium
41,67,7,0,Low
31,62,18,1,Low
43,39,17,1,Low
24,76,4,0,Low
21,60,4,0,Low
116,40,23,2,Medium
71,41,6,2,Medium
136,31,3,0,High
195,25,1,1,High
84,76,3,0,Medium
172,10,11,2,High
168,44,15,0,High
73,31,18,0,Medium
104,57,7,1,Medium
22,39,16,0,Low
33,63,3,0,Low
84,49,7,2,Medium
133,72,6,0,High
20,19,22,2,Low
16,46,17,1,Low
137,16,1,0,High
147,70,18,2,High
39,55,8,1,Low
34,16,16,0,Low
77,47,22,0,Medium
39,77,13,1,Low
15,38,5,2,Low
116,41,23,1,Medium
121,19,6,1,High
62,18,10,2,Medium
25,59,11,1,Low
128,12,13,2,High
35,51,0,0,Low
192,36,1,0,High
48,45,3,2,Low
35,14,8,1,Low
43,42,22,2,Low
19,75,0,1,Low
147,14,14,2,High
111,39,0,1,Medium
110,37,16,1,Medium
73,39,4,1,Medium
93,27,7,2,Medium
155,16,22,1,High
175,74,4,0,High
10,52,13,0,Low
104,10,8,2,Medium
72,71,5,0,Medium
162,34,12,2,High
110,63,1,1,Medium
60,76,17,2,Low
99,59,13,0,Medium
168,14,13,1,High
73,55,18,0,Medium
45,20,15,2,Low
122,53,16,0,High
75,49,2,2,Medium
87,73,13,0,Medium
192,54,23,1,High
40,25,15,0,Low
99,65,9,1,Medium
45,60,14,0,Low
186,45,14,0,High
74,10,5,2,Medium
38,49,13,1,Low
88,43,15,2,Medium
64,31,10,0,Medium
113,30,14,2,Medium
117,74,9,1,Medium
66,67,3,1,Medium
147,29,13,2,High
18,26,9,1,Low
135,54,1,0,High
134,74,5,2,High
146,63,17,0,High
65,33,21,0,Medium
16,60,0,0,Low
142,63,19,1,High
96,50,4,0,Medium
47,67,0,1,Low
148,62,11,0,High
74,72,9,0,Medium
44,65,16,2,Low
185,27,1,0,High
70,63,1,2,Medium
10,63,16,1,Low
159,14,2,1,High
96,69,3,0,Medium
32,41,0,2,Low
64,76,19,2,Medium
188,20,11,0,High
81,60,14,1,Medium
183,27,0,2,High
63,77,0,2,Medium
72,43,20,2,Medium
138,49,4,2,High
51,59,21,2,Low
171,11,9,1,High
53,55,1,2,Low
127,64,23,0,High
145,40,14,0,High
88,40,2,0,Medium
45,77,6,1,Low
93,46,6,0,Medium
129,42,6,2,High
147,53,17,2,High
26,40,6,0,Low
134,61,10,1,High
52,12,10,0,Low
152,76,3,1,High
53,17,7,0,Low
173,50,23,2,High
175,39,14,2,High
149,39,22,2,High
99,31,20,2,Medium
24,29,5,2,Low
124,48,19,1,High
65,75,23,2,Medium
73,62,7,2,Medium
95,14,18,1,Medium
190,59,4,2,High
130,39,13,0,High
67,79,10,0,Medium
60,61,9,1,Low
192,40,5,1,High
166,62,12,0,High
30,60,16,0,Low
135,73,12,2,High
67,75,4,2,Medium
99,45,2,2,Medium
70,77,18,0,Medium
70,55,18,0,Medium
131,46,17,2,High
177,45,19,0,High
19,74,20,0,Low
174,73,17,1,High
75,32,20,1,Medium
136,45,23,2,High
167,32,2,2,High
195,75,12,0,High
133,13,18,2,High
12,13,6,2,Low
66,15,3,0,Medium
29,41,18,2,Low
151,67,9,1,High
67,41,3,1,Medium
91,39,23,1,Medium
34,38,1,1,Low
153,11,19,1,High
50,51,3,1,Low
157,34,21,2,High
79,29,0,2,Medium
140,58,5,2,High
49,42,12,1,Low
50,54,15,1,Low
15,15,6,1,Low
125,77,19,2,High
82,70,14,1,Medium
109,21,0,1,Medium
142,28,0,2,High
109,54,8,1,Medium
115,73,13,1,Medium
161,79,21,2,High
66,55,1,0,Medium
33,75,10,2,Low
43,16,16,1,Low
178,23,8,2,High
162,75,16,1,High
72,34,18,0,Medium
68,23,9,0,Medium
34,12,4,0,Low
198,72,11,0,High
31,41,5,2,Low
117,54,18,1,Medium
144,67,18,2,High
157,22,2,1,High
89,47,18,1,Medium
182,13,10,2,High
61,31,12,2,Medium
175,59,17,0,High
85,17,8,0,Medium
56,29,7,0,Low
71,23,17,0,Medium
14,13,20,0,Low
20,26,10,0,Low
196,34,0,2,High
116,51,7,0,Medium
167,61,9,0,High
29,74,23,1,Low
165,14,11,2,High
111,78,5,1,Medium
95,77,10,1,Medium
68,42,3,2,Medium
137,61,19,1,High
173,15,1,2,High
32,38,12,2,Low
163,11,14,0,High
151,79,7,2,High
25,42,2,1,Low
70,66,3,0,Medium
153,38,21,1,High
102,77,14,1,Medium
28,54,18,1,Low
24,13,12,0,Low
69,18,0,2,Medium
98,35,6,0,Medium
130,57,0,0,High
87,61,19,0,Medium
13,43,8,1,Low
11,75,17,0,Low
113,67,21,2,Medium
46,51,3,2,Low
79,77,21,1,Medium
104,45,10,1,Medium
75,75,8,1,Medium
47,34,4,2,Low
53,57,17,1,Low
107,31,7,2,Medium
168,56,3,2,High
90,63,15,0,Medium
114,75,12,2,Medium
144,19,1,2,High
141,50,22,1,High
34,63,5,0,Low
52,28,15,1,Low
172,40,19,1,High
183,72,7,1,High
171,44,0,2,High
51,64,1,0,Low
62,54,1,0,Medium
188,61,11,0,High
35,78,6,2,Low
169,78,3,0,High
15,40,8,0,Low
192,10,12,2,High
18,46,23,2,Low
63,16,10,2,Medium
194,31,12,2,High
106,72,12,2,Medium
114,31,0,2,Medium
127,33,12,2,High
64,18,18,1,Medium
22,35,22,1,Low
143,26,2,2,High
86,78,13,1,Medium
94,52,20,0,Medium
94,30,11,2,Medium
191,72,22,0,High
15,32,21,2,Low
154,11,20,1,High
149,71,10,1,High
194,45,23,0,High
78,75,16,2,Medium
154,73,20,1,High
106,78,16,1,Medium
74,18,10,0,Medium
76,70,21,2,Medium
82,56,6,1,Medium
174,47,14,1,High
128,42,3,0,High
188,11,20,1,High
195,79,12,0,High
32,20,9,1,Low
28,16,15,2,Low
141,57,2,1,High
122,40,3,2,High
10,14,7,1,Low
165,31,17,2,High
97,53,18,1,Medium
187,71,9,0,High
99,16,0,0,Medium
191,21,22,2,High
32,55,14,2,Low
172,49,16,0,High
190,65,16,1,High
182,45,23,0,High
190,72,14,2,High
52,45,19,2,Low
155,18,14,2,High
174,73,15,1,High
84,23,7,2,Medium
86,56,4,2,Medium
40,34,23,2,Low
166,73,23,2,High
134,44,2,0,High
68,74,14,1,Medium
153,12,19,2,High
113,16,13,2,Medium
81,24,13,2,Medium
168,77,1,2,High
130,10,18,0,High
50,65,22,2,Low
30,18,6,0,Low
37,33,14,0,Low
167,51,4,0,High
50,49,6,0,Low
